date,cantidad_entregas
2023-07-24,4384
2023-07-25,4314
2023-07-26,4434
2023-07-27,4140
2023-07-28,3371
2023-07-29,1394
2023-07-30,699
2023-07-31,3905
2023-08-01,3886
2023-08-02,4113
2023-08-03,4129
2023-08-04,3644
2023-08-05,1552
2023-08-06,785
2023-08-07,3925
2023-08-08,4442
2023-08-09,4101
2023-08-10,4003
2023-08-11,4108
2023-08-12,1374
2023-08-13,747
2023-08-14,4349
2023-08-15,4754
2023-08-16,4779
2023-08-17,3976
2023-08-18,3671
2023-08-19,1535
2023-08-20,768
2023-08-21,1463
2023-08-22,4040
2023-08-23,3990
2023-08-24,3986
2023-08-25,3637
2023-08-26,1541
2023-08-27,771
2023-08-28,3496
2023-08-29,3632
2023-08-30,3677
2023-08-31,3399
2023-09-01,3203
2023-09-02,1306
2023-09-03,750
2023-09-04,3525
2023-09-05,3452
2023-09-06,3851
2023-09-07,3590
2023-09-08,3232
2023-09-09,1212
2023-09-10,663
2023-09-11,3797
2023-09-12,3635
2023-09-13,3503
2023-09-14,3492
2023-09-15,3047
2023-09-16,1120
2023-09-17,550
2023-09-18,3451
2023-09-19,3257
2023-09-20,3094
2023-09-21,5203
2023-09-22,3619
2023-09-23,1150
2023-09-24,731
2023-09-25,3478
2023-09-26,3941
2023-09-27,3796
2023-09-28,3578
2023-09-29,2998
2023-09-30,1396
2023-10-01,816
2023-10-02,3726
2023-10-03,3898
2023-10-04,3931
2023-10-05,3749
2023-10-06,3659
2023-10-07,1472
2023-10-08,744
2023-10-09,3842
2023-10-10,4265
2023-10-11,4008
2023-10-12,3370
2023-10-13,1730
2023-10-14,1272
2023-10-15,708
2023-10-16,1540
2023-10-17,3795
2023-10-18,3714
2023-10-19,4198
2023-10-20,3372
2023-10-21,1657
2023-10-22,917
2023-10-23,3558
2023-10-24,3837
2023-10-25,3503
2023-10-26,2788
2023-10-27,2637
2023-10-28,1007
2023-10-29,439
2023-10-30,3228
2023-10-31,2918
2023-11-01,3663
2023-11-02,3548
2023-11-03,3041
2023-11-04,1050
2023-11-05,461
2023-11-06,4266
2023-11-07,4006
2023-11-08,4038
2023-11-09,3095
2023-11-10,2765
2023-11-11,1244
2023-11-12,544
2023-11-13,3499
2023-11-14,3328
2023-11-15,3070
2023-11-16,2875
2023-11-17,4063
2023-11-18,1105
2023-11-19,538
2023-11-20,1086
2023-11-21,4764
2023-11-22,3220
2023-11-23,3115
2023-11-24,2892
2023-11-25,1339
2023-11-26,796
2023-11-27,3545
2023-11-28,3511
2023-11-29,3181
2023-11-30,3341
2023-12-01,3355
2023-12-02,1597
2023-12-03,1063
2023-12-04,4416
2023-12-05,4420
2023-12-06,4108
2023-12-07,5298
2023-12-08,1821
2023-12-09,2034
2023-12-10,1311
2023-12-11,3937
2023-12-12,3564
2023-12-13,3956
2023-12-14,3414
2023-12-15,3011
2023-12-16,1308
2023-12-17,468
2023-12-18,3472
2023-12-19,3446
2023-12-20,3153
